,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,FB,GOOG,MSFT,TSLA,AAPL,AMZN,FB,GOOG,MSFT,TSLA,AAPL,AMZN,FB,GOOG,MSFT,TSLA,AAPL,AMZN,FB,GOOG,MSFT,TSLA,AAPL,AMZN,FB,GOOG,MSFT,TSLA
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-29 10:26:00-04:00,134.2200927734375,3482.195068359375,325.3500061035156,2415.8798828125,251.2899932861328,689.4450073242188,134.30999755859375,3484.2763671875,325.67999267578125,2416.844970703125,251.33999633789062,690.2100219726562,134.1999969482422,3481.945068359375,325.0799865722656,2415.8798828125,251.1649932861328,689.3800048828125,134.2899932861328,3483.864990234375,325.6799011230469,2416.43994140625,251.19000244140625,690.2100219726562,252001.0,4379.0,93577.0,2000.0,91797.0,34481.0
2021-04-29 10:27:00-04:00,134.22279357910156,3479.429931640625,325.25,2417.39990234375,251.1898956298828,688.239990234375,134.3000030517578,3483.97998046875,325.510009765625,2417.39990234375,251.3000030517578,689.89990234375,134.1300048828125,3479.0,325.1099853515625,2416.449951171875,251.14999389648438,687.8800048828125,134.24000549316406,3482.070068359375,325.3399963378906,2416.4599609375,251.3000030517578,689.5700073242188,327518.0,22927.0,92769.0,1853.0,96389.0,133558.0
2021-04-29 10:28:00-04:00,134.29429626464844,3478.324951171875,324.7699890136719,2416.530029296875,251.0679931640625,688.2526245117188,134.39999389648438,3481.702392578125,325.57989501953125,2417.68994140625,251.1999969482422,689.280029296875,134.2100067138672,3477.8701171875,324.6300048828125,2416.530029296875,251.00999450683594,688.0,134.22999572753906,3478.993408203125,325.2349853515625,2417.080078125,251.18499755859375,688.72998046875,460729.0,9813.0,114741.0,3217.0,173169.0,99901.0
2021-04-29 10:29:00-04:00,134.2949981689453,3478.18994140625,325.1000061035156,2417.389892578125,250.91000366210938,688.280517578125,134.3300018310547,3478.719970703125,325.1000061035156,2417.739990234375,251.05999755859375,688.7705078125,134.14999389648438,3477.280029296875,324.7200012207031,2416.39990234375,250.85000610351562,688.0,134.2899932861328,3477.780029296875,324.76690673828125,2417.341796875,251.05999755859375,688.3200073242188,384160.0,8704.0,74347.0,1673.0,218936.0,52978.0
2021-04-29 10:30:00-04:00,134.28500366210938,3476.72998046875,324.6419982910156,2416.800048828125,251.19000244140625,687.9199829101562,134.3699951171875,3480.0,325.25,2419.969970703125,251.22999572753906,688.6798706054688,134.0399932861328,3475.159912109375,324.39849853515625,2416.68994140625,250.77000427246094,686.7600708007812,134.3000030517578,3480.0,325.1300048828125,2418.3798828125,250.9600067138672,688.6163940429688,454997.0,19259.0,124445.0,6321.0,198385.0,183661.0
2021-04-29 10:31:00-04:00,134.1300048828125,3474.10498046875,324.4700012207031,2417.06005859375,251.14999389648438,686.22998046875,134.30999755859375,3477.360107421875,324.7699890136719,2419.0,251.2899932861328,688.0,134.1199951171875,3474.010009765625,324.1300048828125,2417.06005859375,251.0500030517578,686.0,134.28500366210938,3475.2900390625,324.67999267578125,2417.7900390625,251.1999969482422,687.8543701171875,324785.0,9933.0,125932.0,6609.0,123588.0,152909.0
2021-04-29 10:32:00-04:00,134.13999938964844,3473.050048828125,324.32000732421875,2417.820068359375,251.30999755859375,686.489990234375,134.1699981689453,3475.2451171875,324.6662902832031,2417.89990234375,251.30999755859375,687.3099975585938,134.0500030517578,3472.25,324.1300048828125,2415.097900390625,251.0800018310547,685.739990234375,134.13499450683594,3474.094970703125,324.4419860839844,2416.64990234375,251.13999938964844,686.2000122070312,453025.0,16549.0,165068.0,5262.0,113526.0,140154.0
2021-04-29 10:33:00-04:00,134.07000732421875,3470.330078125,323.7398986816406,2417.3798828125,251.13999938964844,685.5576171875,134.15499877929688,3474.555908203125,324.3699951171875,2417.780029296875,251.3300018310547,686.418701171875,134.05999755859375,3470.330078125,323.6000061035156,2416.679931640625,251.1300048828125,685.280029296875,134.13999938964844,3473.148193359375,324.2799987792969,2417.780029296875,251.27000427246094,686.418701171875,302109.0,19302.0,165507.0,2068.0,83163.0,188947.0
2021-04-29 10:34:00-04:00,133.89500427246094,3471.31494140625,323.2200012207031,2415.0,251.1199951171875,684.385009765625,134.09500122070312,3473.7421875,324.0360107421875,2419.0,251.25160217285156,686.6400146484375,133.88999938964844,3470.277099609375,323.20001220703125,2415.0,251.10000610351562,683.6900024414062,134.05999755859375,3470.830078125,323.7179870605469,2417.60009765625,251.13670349121094,685.6099853515625,511562.0,19505.0,166370.0,4636.0,80328.0,263270.0
2021-04-29 10:35:00-04:00,133.76499938964844,3468.89599609375,322.2099914550781,2413.530029296875,250.8000030517578,682.7899780273438,133.90499877929688,3470.989990234375,323.5,2415.6201171875,251.1199951171875,684.586181640625,133.72999572753906,3467.929931640625,321.6099853515625,2413.110107421875,250.77000427246094,682.7349853515625,133.89500427246094,3470.824951171875,323.239990234375,2415.6201171875,251.1121063232422,684.3250122070312,421656.0,23918.0,376317.0,4461.0,144241.0,208428.0
2021-04-29 10:36:00-04:00,133.7198944091797,3464.85009765625,322.3999938964844,2411.800048828125,250.5800018310547,682.0997924804688,133.8699951171875,3469.47998046875,322.7300109863281,2413.64501953125,250.88999938964844,683.72998046875,133.70010375976562,3464.85009765625,322.1099853515625,2411.0,250.5800018310547,681.8200073242188,133.76010131835938,3468.840087890625,322.1199951171875,2413.199951171875,250.8072052001953,682.7999877929688,325430.0,20542.0,221451.0,4394.0,132238.0,178409.0
2021-04-29 10:37:00-04:00,133.80999755859375,3466.39990234375,322.5484924316406,2410.8798828125,250.72000122070312,682.9400024414062,133.8249969482422,3466.764892578125,322.739990234375,2411.3701171875,250.75,683.6998901367188,133.60000610351562,3463.80615234375,322.28009033203125,2410.0,250.44000244140625,681.3499755859375,133.7198944091797,3464.0,322.3699951171875,2411.0,250.5800018310547,682.2698974609375,472828.0,21713.0,148777.0,6048.0,154817.0,192106.0
2021-04-29 10:38:00-04:00,133.91000366210938,3465.9599609375,323.0299987792969,2411.43994140625,250.85000610351562,682.9298706054688,133.9949951171875,3467.080078125,323.07000732421875,2412.300048828125,250.8800048828125,683.5,133.77000427246094,3465.4599609375,322.5199890136719,2410.25,250.6199951171875,682.5,133.8000030517578,3465.89990234375,322.57000732421875,2411.35009765625,250.71499633789062,682.8599853515625,459272.0,15173.0,200000.0,4125.0,109574.0,127458.0
2021-04-29 10:39:00-04:00,133.9600067138672,3466.875,322.7297058105469,2411.784912109375,250.75,679.5800170898438,134.0500030517578,3468.0,323.0799865722656,2411.784912109375,250.9199981689453,682.9998779296875,133.85000610351562,3465.030029296875,322.6600036621094,2411.012451171875,250.7100067138672,679.5,133.91000366210938,3465.659912109375,323.0,2411.012451171875,250.8699951171875,682.8900146484375,419040.0,12712.0,123739.0,1449.0,89061.0,351382.0
2021-04-29 10:40:00-04:00,134.07000732421875,3471.094970703125,322.7699890136719,2411.330078125,250.8529052734375,680.9099731445312,134.1999969482422,3472.139892578125,323.1700134277344,2412.4599609375,251.10000610351562,681.5,133.8699951171875,3466.52490234375,322.6300048828125,2410.0,250.65829467773438,679.4500122070312,133.9499969482422,3466.52490234375,322.70001220703125,2410.280029296875,250.74000549316406,679.6572265625,439905.0,12700.0,116722.0,5644.0,144028.0,190309.0
2021-04-29 10:41:00-04:00,134.10000610351562,3473.699951171875,322.8299865722656,2411.81005859375,250.88999938964844,682.4400024414062,134.14500427246094,3473.89990234375,322.8999938964844,2412.330078125,250.9199981689453,682.6199951171875,134.0399932861328,3470.02001953125,322.54998779296875,2411.199951171875,250.77999877929688,680.97119140625,134.0749969482422,3470.02001953125,322.7900085449219,2411.684814453125,250.85299682617188,680.97119140625,334865.0,15455.0,115513.0,2226.0,104246.0,130587.0
2021-04-29 10:42:00-04:00,134.19979858398438,3477.327392578125,322.6600036621094,2414.034912109375,251.00999450683594,683.1802978515625,134.25,3478.0,322.9100036621094,2414.14990234375,251.0198974609375,683.4998779296875,134.08999633789062,3473.010009765625,322.6000061035156,2413.7900390625,250.77000427246094,681.8300170898438,134.08999633789062,3474.5,322.8240051269531,2413.949951171875,250.88999938964844,682.5,353270.0,19946.0,98575.0,2449.0,116519.0,129831.0
2021-04-29 10:43:00-04:00,134.38999938964844,3479.68994140625,322.93780517578125,2415.52001953125,251.03500366210938,683.6500244140625,134.39999389648438,3480.389892578125,323.1400146484375,2415.52001953125,251.03500366210938,683.8303833007812,134.1300048828125,3477.0,322.510009765625,2413.60009765625,250.92999267578125,682.70458984375,134.17999267578125,3477.010009765625,322.6199951171875,2413.60009765625,250.99000549316406,683.1199951171875,397587.0,15287.0,146276.0,2691.0,87372.0,105191.0
2021-04-29 10:44:00-04:00,134.51649475097656,3480.0,322.8900146484375,2414.8798828125,251.3227996826172,683.6528930664062,134.55999755859375,3481.639892578125,323.0,2415.47998046875,251.39999389648438,683.9500122070312,134.3800048828125,3478.330078125,322.6679992675781,2414.8798828125,250.9499969482422,683.010009765625,134.3800048828125,3479.324951171875,322.95770263671875,2414.8798828125,251.02999877929688,683.5401000976562,653603.0,10528.0,138152.0,1486.0,146509.0,101122.0
2021-04-29 10:45:00-04:00,134.2899932861328,3475.2099609375,322.42010498046875,2415.2099609375,250.88999938964844,682.8599853515625,134.5399932861328,3481.639892578125,322.9800109863281,2415.719970703125,251.3300018310547,683.6699829101562,134.22999572753906,3475.2099609375,322.1300048828125,2412.43505859375,250.82000732421875,681.4000244140625,134.50999450683594,3481.639892578125,322.8900146484375,2414.659912109375,251.32000732421875,683.5,419526.0,10829.0,161721.0,6185.0,193950.0,142781.0
2021-04-29 10:46:00-04:00,134.19000244140625,3476.159912109375,322.3900146484375,2415.4599609375,250.7100067138672,682.0999755859375,134.30999755859375,3476.699951171875,322.6300048828125,2415.4599609375,250.89999389648438,683.489990234375,134.1699981689453,3475.735107421875,322.2799987792969,2414.239990234375,250.68499755859375,681.3699951171875,134.2899932861328,3475.735107421875,322.42999267578125,2414.239990234375,250.8990020751953,682.9127807617188,302455.0,3685.0,215280.0,2866.0,118993.0,106494.0
2021-04-29 10:47:00-04:00,134.17999267578125,3477.6201171875,322.6700134277344,2414.699951171875,250.6999969482422,682.4899291992188,134.27000427246094,3477.6201171875,322.7904968261719,2414.8798828125,250.75999450683594,682.9185791015625,134.11000061035156,3476.510009765625,322.2300109863281,2413.7900390625,250.61000061035156,681.8300170898438,134.19000244140625,3477.02001953125,322.3599853515625,2414.02001953125,250.7100067138672,682.0924072265625,1077503.0,3377.0,92415.0,3360.0,102817.0,50284.0
2021-04-29 10:48:00-04:00,133.85000610351562,3473.14990234375,322.6549987792969,2413.780029296875,250.4499969482422,680.2999877929688,134.21499633789062,3478.239990234375,322.8900146484375,2415.409912109375,250.77000427246094,683.6799926757812,133.82000732421875,3473.14990234375,322.42999267578125,2413.39990234375,250.25,679.8599853515625,134.17999267578125,3478.239990234375,322.69000244140625,2413.780029296875,250.69000244140625,682.2828979492188,465054.0,18451.0,83963.0,5870.0,196056.0,156947.0
2021-04-29 10:49:00-04:00,133.80999755859375,3474.7119140625,323.4800109863281,2413.3701171875,250.41000366210938,679.0,133.92999267578125,3475.636962890625,323.4800109863281,2413.3701171875,250.49240112304688,680.8925170898438,133.77999877929688,3471.0,322.6000061035156,2413.300048828125,250.22000122070312,678.8800048828125,133.85000610351562,3473.847900390625,322.67999267578125,2413.300048828125,250.47000122070312,680.3099975585938,548569.0,19289.0,277713.0,744.0,201307.0,170775.0
2021-04-29 10:50:00-04:00,133.86500549316406,3473.829833984375,323.8699951171875,2414.93994140625,250.52000427246094,678.9199829101562,133.92999267578125,3473.829833984375,324.30999755859375,2416.02001953125,250.6199951171875,679.6799926757812,133.7100067138672,3469.02001953125,323.3399963378906,2413.27001953125,250.3730010986328,678.2999877929688,133.7987060546875,3471.030029296875,323.4700012207031,2413.27001953125,250.4199981689453,679.2100219726562,376751.0,17490.0,236083.0,6623.0,135382.0,124725.0
2021-04-29 10:51:00-04:00,134.11000061035156,3477.10009765625,324.3599853515625,2417.02001953125,250.63999938964844,680.9199829101562,134.1699981689453,3478.18994140625,324.510009765625,2417.260009765625,250.77000427246094,681.47998046875,133.86000061035156,3473.81005859375,323.760009765625,2416.080078125,250.52999877929688,679.0335083007812,133.8800048828125,3473.93994140625,323.94000244140625,2416.360107421875,250.52999877929688,679.1599731445312,580232.0,13041.0,161602.0,4318.0,127398.0,151451.0
2021-04-29 10:52:00-04:00,133.97000122070312,3475.64990234375,324.5199890136719,2418.080078125,250.63999938964844,681.697509765625,134.1999969482422,3479.909912109375,324.8900146484375,2419.43994140625,250.72000122070312,682.1900024414062,133.89999389648438,3475.47998046875,324.0899963378906,2417.514892578125,250.42999267578125,680.8200073242188,134.11000061035156,3478.199951171875,324.32000732421875,2418.0,250.6300048828125,681.0076293945312,531011.0,13777.0,225060.0,7383.0,174440.0,142799.0
2021-04-29 10:53:00-04:00,134.14999389648438,3475.800048828125,324.17999267578125,2418.429931640625,250.61000061035156,682.0,134.14999389648438,3478.739990234375,324.7395935058594,2418.97998046875,250.64999389648438,682.3499145507812,133.95399475097656,3475.030029296875,323.82000732421875,2418.39990234375,250.5500030517578,681.36669921875,133.9696044921875,3477.559814453125,324.55609130859375,2418.77001953125,250.63999938964844,681.721923828125,318799.0,11991.0,197686.0,3482.0,82650.0,70221.0
2021-04-29 10:54:00-04:00,134.156005859375,3474.01806640625,324.0199890136719,2419.1298828125,250.64999389648438,681.9500122070312,134.1999969482422,3478.440673828125,324.29998779296875,2419.840087890625,250.6999969482422,682.7000122070312,134.0500030517578,3474.01806640625,323.8999938964844,2418.6201171875,250.57000732421875,681.8106079101562,134.14500427246094,3476.159912109375,324.17999267578125,2418.8701171875,250.63999938964844,681.9500122070312,359135.0,8707.0,86291.0,4477.0,95178.0,60086.0
2021-04-29 10:55:00-04:00,134.19000244140625,3472.679931640625,323.875,2418.800048828125,250.4600067138672,681.97998046875,134.25,3474.340087890625,324.07000732421875,2418.85009765625,250.64999389648438,682.1298828125,134.1199951171875,3470.10009765625,323.760009765625,2418.010009765625,250.42999267578125,681.0601196289062,134.1649932861328,3473.72998046875,323.9800109863281,2418.010009765625,250.63999938964844,681.9500122070312,355537.0,15825.0,98165.0,1828.0,129092.0,59052.0
2021-04-29 10:56:00-04:00,134.2812042236328,3473.097412109375,324.01611328125,2419.26171875,250.41000366210938,682.6699829101562,134.2899932861328,3473.989990234375,324.0799865722656,2419.330078125,250.49000549316406,683.0,134.1649932861328,3470.110107421875,323.7200012207031,2418.679931640625,250.30499267578125,681.9066772460938,134.1999969482422,3473.14990234375,323.8999938964844,2418.679931640625,250.47000122070312,681.97998046875,344070.0,9714.0,128820.0,2869.0,143249.0,85434.0
2021-04-29 10:57:00-04:00,134.24009704589844,3476.06005859375,324.201904296875,2420.5,250.4185028076172,683.60498046875,134.3000030517578,3476.070068359375,324.44000244140625,2420.5,250.42999267578125,683.7000122070312,134.1999969482422,3473.050048828125,324.0,2419.889892578125,250.22999572753906,682.4299926757812,134.2899932861328,3473.69775390625,324.010009765625,2419.889892578125,250.42999267578125,682.7000122070312,252451.0,13647.0,98919.0,5601.0,137472.0,87341.0
2021-04-29 10:58:00-04:00,134.07000732421875,3477.0,324.09991455078125,2422.998291015625,250.1999969482422,683.389892578125,134.2449951171875,3477.0,324.3699951171875,2423.179931640625,250.4499969482422,683.47998046875,134.04989624023438,3475.5,324.0400085449219,2420.89990234375,250.1300048828125,682.739990234375,134.24000549316406,3476.06005859375,324.2300109863281,2420.89990234375,250.41000366210938,683.4500122070312,333081.0,9604.0,69401.0,11233.0,170335.0,55474.0
2021-04-29 10:59:00-04:00,134.19000244140625,3478.76513671875,323.81500244140625,2423.260009765625,250.27000427246094,683.739990234375,134.2050018310547,3479.97998046875,324.1499938964844,2424.449951171875,250.3249969482422,684.1976928710938,134.07020568847656,3477.39111328125,323.70001220703125,2423.260009765625,250.16000366210938,682.8101196289062,134.0800018310547,3477.989990234375,324.1000061035156,2423.3701171875,250.19000244140625,683.4000244140625,268704.0,13466.0,87150.0,8527.0,160873.0,89234.0
2021-04-29 11:00:00-04:00,134.0749969482422,3477.60009765625,323.45001220703125,2422.22998046875,250.17379760742188,683.6300048828125,134.1804962158203,3479.169921875,323.7699890136719,2423.179931640625,250.27999877929688,683.9746704101562,133.94000244140625,3476.93994140625,323.2250061035156,2420.377197265625,250.0500030517578,682.8099975585938,134.1804962158203,3479.02001953125,323.7699890136719,2422.3818359375,250.27639770507812,683.77001953125,315470.0,11938.0,132119.0,4341.0,177526.0,609701.0
2021-04-29 11:01:00-04:00,134.10000610351562,3479.0,323.1700134277344,2423.0849609375,250.15499877929688,683.2999877929688,134.10000610351562,3479.0,323.6099853515625,2423.2890625,250.19000244140625,683.719970703125,133.97850036621094,3476.110107421875,322.7900085449219,2422.1201171875,250.11000061035156,682.6500244140625,134.0749969482422,3478.340087890625,323.44500732421875,2422.510009765625,250.17999267578125,683.719970703125,189521.0,10462.0,162292.0,6952.0,121729.0,39396.0
2021-04-29 11:02:00-04:00,134.1750030517578,3476.1298828125,322.9455871582031,2422.010009765625,250.1199951171875,682.3049926757812,134.197998046875,3478.415283203125,323.239990234375,2422.580078125,250.1699981689453,683.2000122070312,134.02000427246094,3474.04931640625,322.80999755859375,2422.010009765625,250.07000732421875,681.0800170898438,134.08999633789062,3477.630126953125,323.1400146484375,2422.35009765625,250.14999389648438,683.1900024414062,244401.0,13442.0,82223.0,4587.0,103238.0,97623.0
2021-04-29 11:03:00-04:00,134.2050018310547,3477.965087890625,323.2699890136719,2423.61767578125,250.08999633789062,682.9566040039062,134.2584991455078,3477.965087890625,323.30999755859375,2423.61767578125,250.1300048828125,683.0899047851562,134.17999267578125,3476.31005859375,322.9800109863281,2422.9072265625,250.07000732421875,682.4057006835938,134.17999267578125,3477.43994140625,323.0,2422.9072265625,250.1300048828125,682.4400024414062,229458.0,2223.0,64613.0,1392.0,74944.0,35186.0
2021-04-29 11:04:00-04:00,,3480.8701171875,,,,,,3480.8701171875,,,,,,3480.8701171875,,,,,,3480.8701171875,,,,,,20843.0,,,,
2021-04-29 11:05:00-04:00,134.33999633789062,3483.77490234375,324.3299865722656,2426.054931640625,250.19000244140625,685.3400268554688,134.35000610351562,3484.0,324.3999938964844,2426.409912109375,250.25999450683594,685.5798950195312,134.19000244140625,3480.787841796875,323.4700927734375,2423.801513671875,250.05999755859375,684.52001953125,134.2100067138672,3481.97998046875,323.5400085449219,2423.97998046875,250.0800018310547,684.9450073242188,716304.0,20136.0,235134.0,21977.0,365982.0,307221.0
2021-04-29 11:06:00-04:00,134.20010375976562,3484.5048828125,324.7900085449219,2428.5,250.26499938964844,685.2913818359375,134.35000610351562,3485.0,324.7900085449219,2428.5,250.30999755859375,685.5700073242188,134.1199951171875,3483.554931640625,324.2900085449219,2426.489990234375,250.18499755859375,684.85009765625,134.34500122070312,3483.554931640625,324.3299865722656,2426.489990234375,250.18499755859375,685.3499755859375,304783.0,16536.0,117017.0,8702.0,122156.0,66564.0
2021-04-29 11:07:00-04:00,134.26499938964844,3483.510009765625,324.89599609375,2428.570068359375,250.3000030517578,684.8845825195312,134.27000427246094,3484.93994140625,325.0,2429.18994140625,250.3699951171875,685.32373046875,134.14999389648438,3482.89990234375,324.55999755859375,2427.989990234375,250.2301025390625,684.6217041015625,134.2050018310547,3484.510009765625,324.7650146484375,2428.110107421875,250.26499938964844,685.2249755859375,210529.0,6563.0,136513.0,9519.0,158535.0,75054.0
2021-04-29 11:08:00-04:00,134.22000122070312,3482.93505859375,324.5,2427.5,250.17999267578125,684.4099731445312,134.27000427246094,3484.47998046875,325.0,2428.77001953125,250.31500244140625,684.8400268554688,134.1999969482422,3482.72998046875,324.3299865722656,2427.294921875,250.16000366210938,684.22998046875,134.26089477539062,3483.800048828125,324.8699951171875,2428.14990234375,250.31500244140625,684.8400268554688,238359.0,6381.0,142246.0,6355.0,121754.0,39668.0
2021-04-29 11:09:00-04:00,134.26939392089844,3484.780029296875,324.57000732421875,2429.909912109375,250.1649932861328,684.0689086914062,134.32000732421875,3485.989990234375,324.8699951171875,2429.909912109375,250.17999267578125,685.22998046875,134.1999969482422,3482.580078125,324.3301086425781,2426.38134765625,250.0800018310547,683.8800048828125,134.2100067138672,3483.0,324.5400085449219,2427.485107421875,250.17999267578125,684.4000244140625,253548.0,14825.0,126599.0,7014.0,139202.0,52393.0
2021-04-29 11:10:00-04:00,134.25,3484.97998046875,324.60009765625,2430.360107421875,250.13999938964844,684.3499755859375,134.3300018310547,3486.044921875,324.70001220703125,2431.919921875,250.1999969482422,684.4500122070312,134.1999969482422,3484.344970703125,324.3999938964844,2429.570068359375,250.1199951171875,683.8800048828125,134.2686004638672,3484.989990234375,324.55999755859375,2429.570068359375,250.1699981689453,684.0,251071.0,8314.0,54770.0,12418.0,112098.0,37544.0
2021-04-29 11:11:00-04:00,134.27999877929688,3483.989990234375,324.1199951171875,2430.5400390625,250.0944061279297,684.0076293945312,134.3350067138672,3486.0,324.69000244140625,2431.25,250.19000244140625,685.75439453125,134.25970458984375,3483.989990234375,324.05999755859375,2430.5400390625,250.08999633789062,683.881591796875,134.25999450683594,3484.6474609375,324.6122131347656,2430.8212890625,250.14810180664062,684.3040161132812,232278.0,9976.0,84901.0,3214.0,107102.0,88274.0
2021-04-29 11:12:00-04:00,134.33599853515625,3483.135009765625,324.7349853515625,2428.9599609375,249.5800018310547,684.489990234375,134.33999633789062,3484.419921875,324.7799987792969,2429.93994140625,250.10000610351562,684.5999145507812,134.27499389648438,3482.945068359375,324.04998779296875,2428.3701171875,249.0800018310547,683.6099853515625,134.27499389648438,3483.91015625,324.135009765625,2429.93994140625,250.09500122070312,684.0986938476562,289968.0,6727.0,91458.0,4024.0,969736.0,56728.0
2021-04-29 11:13:00-04:00,134.46499633789062,3485.760009765625,325.364990234375,2432.967529296875,249.79469299316406,685.4254760742188,134.49000549316406,3486.0,325.3800048828125,2433.840087890625,249.8300018310547,685.4400024414062,134.3350067138672,3483.68994140625,324.7349853515625,2430.97998046875,249.5800018310547,684.0701293945312,134.3350067138672,3483.68994140625,324.739990234375,2431.0,249.5800018310547,684.3400268554688,384014.0,5231.0,161517.0,9296.0,189834.0,53323.0
2021-04-29 11:14:00-04:00,134.46499633789062,3484.85009765625,325.510009765625,2434.739990234375,249.83999633789062,684.8099975585938,134.5,3485.514892578125,325.5400085449219,2435.280029296875,249.8699951171875,685.469970703125,134.40499877929688,3483.72998046875,325.3500061035156,2433.89990234375,249.72999572753906,684.22998046875,134.468505859375,3485.510009765625,325.3949890136719,2435.280029296875,249.79159545898438,685.2999877929688,322834.0,5893.0,129356.0,4365.0,134930.0,58482.0
2021-04-29 11:15:00-04:00,134.3300018310547,3481.60498046875,325.639892578125,2432.050048828125,249.77999877929688,683.9600219726562,134.46859741210938,3484.044921875,325.6794128417969,2433.7470703125,249.91000366210938,684.7949829101562,134.30999755859375,3481.195068359375,325.110107421875,2430.679931640625,249.75,683.8200073242188,134.46499633789062,3484.044921875,325.4849853515625,2433.7470703125,249.83999633789062,684.7949829101562,283942.0,10541.0,112628.0,3886.0,119157.0,52939.0
2021-04-29 11:16:00-04:00,134.3699951171875,,325.5600891113281,,249.7899932861328,683.9177856445312,134.3699951171875,,325.6549987792969,,249.8000030517578,683.9177856445312,134.30999755859375,,325.5600891113281,,249.7700958251953,683.8499755859375,134.3300018310547,,325.639892578125,,249.77499389648438,683.9000244140625,17537.0,,9190.0,,4046.0,1799.0
2021-04-29 11:17:00-04:00,134.22999572753906,3483.05078125,325.9800109863281,2430.864990234375,249.9499969482422,682.8250122070312,134.22999572753906,3483.05078125,326.0299987792969,2430.864990234375,249.9600067138672,682.8250122070312,134.17999267578125,3483.05078125,325.9800109863281,2430.864990234375,249.9499969482422,682.8250122070312,134.22500610351562,3483.05078125,325.9898986816406,2430.864990234375,249.9600067138672,682.8250122070312,575378.0,18689.0,304670.0,9838.0,164554.0,96165.0
2021-04-29 11:18:00-04:00,134.1699981689453,3478.903076171875,325.7650146484375,2428.39990234375,249.8300018310547,681.6193237304688,134.27999877929688,3483.0,326.0,2431.300048828125,250.04989624023438,682.8599853515625,134.1199951171875,3478.699951171875,325.51141357421875,2428.35009765625,249.8000030517578,681.3201293945312,134.22500610351562,3482.77001953125,325.9700012207031,2430.77490234375,249.9499969482422,682.7849731445312,269682.0,18556.0,174053.0,5350.0,129358.0,63597.0
2021-04-29 11:19:00-04:00,134.25999450683594,3481.885009765625,325.92999267578125,2429.156494140625,249.9199981689453,682.0650024414062,134.3000030517578,3482.488525390625,326.0,2429.739990234375,250.02999877929688,682.4000244140625,134.14500427246094,3478.875,325.7099914550781,2428.4140625,249.82000732421875,681.5001220703125,134.16000366210938,3478.875,325.739990234375,2429.1201171875,249.85110473632812,681.594970703125,189436.0,4657.0,102854.0,1690.0,84185.0,57837.0
2021-04-29 11:20:00-04:00,134.2301025390625,3482.35009765625,326.42498779296875,2430.39990234375,249.7100067138672,682.4279174804688,134.3800048828125,3483.3701171875,326.6000061035156,2431.919921875,249.99000549316406,682.719970703125,134.22999572753906,3481.8798828125,325.8999938964844,2430.080078125,249.6999969482422,682.0800170898438,134.25469970703125,3482.1201171875,325.8999938964844,2430.080078125,249.9250030517578,682.2550048828125,331168.0,9803.0,239617.0,3805.0,97847.0,39970.0
2021-04-29 11:21:00-04:00,134.21180725097656,3478.0,325.989990234375,2430.280029296875,249.5469970703125,682.0147094726562,134.30999755859375,3482.1708984375,326.44000244140625,2431.5,249.74000549316406,682.3499755859375,134.2100067138672,3478.0,325.7099914550781,2430.260009765625,249.5399932861328,681.739990234375,134.23500061035156,3481.68994140625,326.3999938964844,2430.510009765625,249.7100067138672,682.1900024414062,208643.0,9902.0,126539.0,4798.0,105771.0,34479.0
2021-04-29 11:22:00-04:00,134.23500061035156,3477.864990234375,326.1449890136719,2427.800048828125,249.4199981689453,680.9500122070312,134.33999633789062,3479.239990234375,326.239990234375,2429.919921875,249.5800018310547,682.1099853515625,134.1999969482422,3477.0,325.989990234375,2427.800048828125,249.39999389648438,680.5800170898438,134.21499633789062,3477.510009765625,325.989990234375,2429.919921875,249.5399932861328,681.9199829101562,160465.0,11594.0,79497.0,2301.0,132145.0,71129.0
2021-04-29 11:23:00-04:00,134.3000946044922,3480.58935546875,326.20001220703125,2429.294921875,249.3699951171875,681.72998046875,134.3249969482422,3480.58935546875,326.30999755859375,2429.860107421875,249.47000122070312,681.72998046875,134.24000549316406,3478.0849609375,325.8699951171875,2428.5,249.35000610351562,680.9141845703125,134.24000549316406,3478.0849609375,326.1770935058594,2428.550048828125,249.41799926757812,680.9949951171875,164172.0,5086.0,77366.0,2404.0,91519.0,50209.0
2021-04-29 11:24:00-04:00,134.38540649414062,3478.9599609375,326.18499755859375,2431.22998046875,249.49000549316406,681.375,134.38540649414062,3480.719970703125,326.4599914550781,2431.22998046875,249.5500030517578,682.25,134.2899932861328,3478.070068359375,326.0,2429.68994140625,249.3699951171875,680.9000244140625,134.30490112304688,3479.820068359375,326.1700134277344,2429.860107421875,249.3699951171875,681.75,254042.0,6319.0,96216.0,3896.0,108097.0,60060.0
2021-04-29 11:25:00-04:00,134.4199981689453,3479.080078125,326.8999938964844,2430.52001953125,249.50999450683594,679.489990234375,134.4550018310547,3479.080078125,326.8999938964844,2430.52001953125,249.5800018310547,681.2999877929688,134.3699951171875,3478.10009765625,326.1499938964844,2430.52001953125,249.44859313964844,679.2999877929688,134.3800048828125,3478.2099609375,326.1700134277344,2430.52001953125,249.48829650878906,681.2999877929688,250650.0,5107.0,173861.0,2200.0,116914.0,125998.0
